frames_mean,frames_median,frames_std,frames_min,frames_max,distance_mean,distance_median,distance_std,distance_min,distance_max,fitness_mean,fitness_median,fitness_std,fitness_min,fitness_max,wins_mean,wins_median,wins_std,wins_min,wins_max
399.4555555555556,389.5,142.11053296728892,163.0,802.0,523.3333333333334,596.0,273.49304277155653,40.0,900.0,88155.76044822039,92035.8201351654,59616.00105869933,1e-05,193236.41364212098,0.0,0.0,0.0,0.0,0.0
427.24444444444447,418.0,177.47828105690448,133.0,885.0,573.7111111111111,679.5,322.7988794020356,40.0,1787.0,106350.84744816077,119251.10336012935,96386.47624843044,1e-05,690379.3310618567,0.0,0.0,0.0,0.0,0.0
397.9888888888889,386.0,184.07217753699192,133.0,967.0,532.0222222222222,595.0,364.7392973916142,40.0,1784.0,101358.35817917662,91802.22011064927,117918.20326627686,1e-05,684479.9573109803,0.0,0.0,0.0,0.0,0.0
431.8,384.5,213.27708633501996,133.0,1133.0,640.3333333333334,722.0,447.97048513887114,40.0,1980.0,143973.6225506956,130053.33904054861,181451.03607964225,1e-05,832458.1596354193,0.0,0.0,0.0,0.0,0.0
442.64444444444445,380.5,199.01978188171879,133.0,1013.0,659.5111111111111,722.0,417.81849446977293,40.0,1799.0,144049.40017523326,129266.10038814772,174295.99172562858,1e-05,699480.3144379092,0.0,0.0,0.0,0.0,0.0
475.8666666666667,387.0,226.79066216324793,133.0,1009.0,760.6777777777778,722.0,513.7457180741326,40.0,2023.0,193466.86298024488,134434.0249010022,237660.41344158174,1e-05,865773.7657306965,0.0,0.0,0.0,0.0,0.0
450.8222222222222,389.0,219.2572602511477,133.0,1097.0,679.4111111111112,722.0,465.77853331681735,40.0,1803.0,158788.61445284935,132194.0025415015,189304.0391136439,1e-05,700580.9913196316,0.0,0.0,0.0,0.0,0.0
528.5444444444445,401.5,243.9619351506893,182.0,1247.0,862.2333333333333,723.0,549.0808896085651,40.0,2131.0,236646.5613411601,134582.59237155603,258611.77914223963,1e-05,939669.8181810102,0.0,0.0,0.0,0.0,0.0
586.4888888888889,524.5,278.87676467669945,133.0,1269.0,1028.1777777777777,724.0,616.2728035497444,40.0,2131.0,316837.2412689968,134788.73109291424,300556.18726791977,1e-05,944444.1965617758,0.0,0.0,0.0,0.0,0.0
482.4555555555556,394.0,248.03521977113166,133.0,1231.0,789.9666666666667,723.0,522.6138461830324,40.0,2131.0,204955.54209268183,130105.1134739818,250613.62049231623,1e-05,944444.1965617758,0.0,0.0,0.0,0.0,0.0
540.8111111111111,399.5,288.7223154383789,133.0,1212.0,934.3222222222222,723.0,641.5405733731503,40.0,2131.0,285164.7616774108,134993.02785458704,309852.40264213714,1e-05,942208.983190447,0.0,0.0,0.0,0.0,0.0
